item_id,layer,name_ko,name_en,role_in_rc_system,material_scope,necessity,necessity_basis,evidence_type,evidence_ref,experiment_summary,quant_spec,supplier,catalog_no,grade,origin,alternatives,risk,confidence,confidence_reason
RC-L9-005,L9,분자량 확인(MALDI-TOF 질량분석),Molecular weight by MALDI-TOF MS,SDS-PAGE 이동 이상을 보정하는 필수 교차확인,전 조합,필수,Pichia 발현체의 SDS-PAGE 이동 이상이 실측으로 확인되어 젤만으로는 판정 불가,DOSE,PMC7556543 [전문 확인]; PMC13333565 [전문 확인]; PMC12931284 [전문 확인],RCPhC1의 MW를 MALDI-TOF/TOF로 51 kg/mol로 확정하고 수식 후 증가분으로 치환도를 교차검증. SynthCol1은 SDS-PAGE에서 예측 대비 40 % 큼,"실측 예: RCPhC1 51 kg/mol; C3Gel 45 454.2 Da(LC-MS, 천연 III형 약 417 kDa의 약 1/10)",자체 QC / 시험소 위탁,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),MALDI-TOF 또는 LC-MS,해당 없음,LC-MS 인택트 질량,수식(메타크릴화 등) 후에는 질량 분포가 넓어져 단일 피크 판정이 어려움,상,복수 논문 실측
RC-L9-006,L9,펩타이드 맵핑 HPLC-MS(서열 동일성),Peptide mapping by HPLC-MS,설계 아미노산 서열과 실제 산물이 같은지 확인. 재조합 단백질 특유 항목,전 조합,필수,규제 문헌이 명시적으로 권고하는 항목,REVIEW;DOSE,PMC8897173 [전문 확인]; PMC12931284 [전문 확인],"NMPA 규제 관점 논문이 C/N말단 펩타이드, 펩타이드 커버리지, Lys-C 분해산물의 HPLC-MS 확인을 권고. C3Gel은 Lys-C 분해 후 LC-MS로 서열 일치 확인",서열 커버리지율 % 보고 필수(합격 기준 수치는 제품별 설정),자체 QC / 시험소 위탁,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),LC-MS/MS,해당 없음,N말단 에드만 분해 서열분석,커버리지 기준을 사내에서 정하지 않으면 배치 판정이 자의적이 됨,상,규제 문헌 + 실제 적용 사례
RC-L9-007,L9,아미노산 분석(하이드록시프롤린 함량),Amino acid analysis (hydroxyproline content),삼중나선 안정성의 분자적 원인을 직접 측정하는 항목. C의 Tm을 사전 예측한다,C,필수,"Hyp 함량이 Tm을 정하고, Tm이 37 °C 사용 가능성을 정한다는 인과가 확립",DOSE;REVIEW,PMC12987217 [전문 확인]; PMC12938472 [전문 확인]; PMC3151215 [전문 확인]; PMC8897173 [전문 확인],담배 발현 rhCOL3의 Hyp/Hyl 비 11.3 %(천연 15.85 %)에 Tm 39 °C 대응. CHO 발현 hCOL1A1은 Hyp 9.1 %,"Hyp/Hyl 비 또는 Hyp 절대함량을 배치마다 기록. 참고값: 천연 III형 15.85 %, 담배 rhCOL3 11.3 %, CHO hCOL1A1 Hyp 9.1 %, 동물 단백질 평균 약 4 %",자체 QC / 시험소 위탁,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),아미노산 분석기 또는 HPLC-MS,해당 없음,질량분석 기반 하이드록실화 부위 맵핑,제공 자료 중 Hyp 정량 논문이 3건뿐이라 업계 표준 기준값을 인용할 근거가 약함 — 사내 기준 설정 필요,상,Hyp-Tm 인과가 여러 숙주에서 재현
RC-L9-008,L9,CD 융해곡선(Tm),CD melting curve (Tm),이 조사에서 가장 중요한 입고검사 항목. '삼중나선'이라고 표기된 원료가 37 °C에서 실제로 버티는지를 직접 확인한다,C,필수,질문 3의 답이 직접 적용되는 항목. 시판 '삼중나선' 제품의 Tm이 27 °C인 사례가 실제로 존재,DOSE;REVIEW,PMC13331770 [전문 확인]; PMC12931284 [전문 확인]; PMC12987217 [전문 확인]; PMC12938472 [전문 확인]; PMC8897173 [전문 확인],동일 단백질에서 발현 전략만 바꿔 Tm 27.5 / 29.1 / 31.0 / 46.6 °C가 나옴. 인간화 III형 냉겔은 DSC Tm 27.25 °C로 37 °C 배양 부적합,"합격기준 권고: Tm ≥ 41 °C(체온 +4 °C). 측정: 0.1–1 mg/mL, 탈이온수 또는 10 mM 인산완충액 pH 7.4, 190–260 nm 스캔 후 220–222 nm에서 승온(10 nm/min, 1 mm 광로)",자체 QC,해당 없음,CD 분광기(JASCO J-1500급),해당 없음,µDSC; 펩신 저항성 시험,★ 이 항목을 생략하면 27 °C짜리 원료를 37 °C 배양에 넣는 사고가 그대로 발생한다,상,동일 물질 다조건 실측 + 규제 권고
RC-L9-009,L9,µDSC 열변성(보조),Micro-DSC thermal denaturation (supplementary),"CD를 보완하는 열역학적 확인. 단, 동결건조 시료 DSC 값과 용액 CD Tm은 다른 물리량이다",C,조건부,CD가 1차 기준. DSC는 보조,REVIEW;DOSE,PMC8897173 [전문 확인]; PMC12931284 [전문 확인]; PMC13037810 [전문 확인],C3Gel은 수화 DSC에서 27.25 °C 흡열피크. 반면 동결건조 RCI/SARCI DSC 변성온도는 80.0/89.8 °C로 전혀 다른 값,수화 상태 µDSC 사용. 동결건조 시료 DSC 값(80–90 °C대)을 배양 적합성 판단에 쓰지 말 것,자체 QC,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),µDSC,해당 없음,CD 융해곡선,★ 동결건조 DSC 80 °C를 '체온에서 안정'의 근거로 오독하는 사례 주의,상,두 측정법의 값 차이가 문헌에서 직접 확인됨
RC-L9-010,L9,펩신 저항성 시험(삼중나선 기능 확인),Pepsin resistance assay,삼중나선이 실제로 접혀 있는지를 기능적으로 확인. CD가 못 잡는 부분 접힘을 잡아낸다,C,조건부,CD와 상보적. 필수까지는 아님,DOSE;REVIEW,PMC3151215 [전문 확인]; PMC8897173 [전문 확인],"펩신 0.2 mg/mL, 10 °C 15 min 소화. 사전 가열 4–38.6 °C 6 min 후 잔존량으로 임계온도 판정","펩신 0.2 mg/mL, 10 °C 15 min; 사전 가열 6 min; 시료 1.4 µg/반응",Merck(Sigma-Aldrich),"P6887(펩신), 확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공)",분석등급,돼지 위점막 유래(시약이며 제품에 남지 않음),"트립신 한정분해(PMC4813464: 0.01 mg/mL, 25 °C 120 min)",펩신 자체가 동물유래 — 시약 단계이므로 전제 위반은 아니나 기록에 남길 것,상,1차 실험 조건 명시
RC-L9-011,L9,잔류 IPTG,Residual IPTG,대장균 발현 특유 항목,A;B,조건부,대장균 유도발현을 쓸 때만. 효모 메탄올 유도에서는 불필요,REVIEW;DOSE,PMC8897173 [전문 확인]; PMC13037810 [전문 확인],규제 문헌이 IPTG를 관리 대상 잔류 첨가물로 명시. 실제 재조합 I형 콜라겐 생산에서 IPTG 1 mM 유도 사용,"유도 조건 1 mM IPTG, 25 °C 16–20 h → 정제 후 잔류량 시험 필요(상한은 제품별 설정)",자체 QC,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),해당 없음,해당 없음,자가유도 배지; 효모 메탄올 유도,상한 기준이 규제 문헌에 수치로 제시되지 않아 사내 기준 설정 필요,상,규제 권고 + 실제 사용 농도
RC-L9-012,L9,잔류 이미다졸,Residual imidazole,His-tag 친화정제 특유 항목. 연구용 재조합 콜라겐 대부분이 His-tag 부착,A;B,조건부,His-tag 정제를 쓸 때만,REVIEW;VENDOR,"PMC8897173 [전문 확인]; PMC4813464 [전문 확인]; Biomatik RPU51350 / Yeasen 92616ES50 제품 규격 [VENDOR], 확인일 2026-09-16",400 mM 이미다졸로 용출 후 투석 제거가 표준. 규제 문헌이 잔류 이미다졸을 관리 대상으로 명시,용출 400 mM → 투석(MWCO 8000) 제거. 잔류 상한은 제품별 설정,자체 QC,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),해당 없음,해당 없음,태그 없는(tag-less) 정제 전략,His-tag 자체가 최종 제품에 남으면 면역원성·기능 논점. 태그 제거 여부를 규격에 명시할 것,상,규제 권고 + 정제 조건
RC-L9-013,L9,잔류 항생제,Residual antibiotics,선별 마커로 쓰인 항생제의 잔류,전 조합,조건부,항생제 선별 균주를 쓸 때만,REVIEW;DOSE,PMC8897173 [전문 확인]; PMC13037810 [전문 확인],규제 문헌이 항생제 잔류를 관리 항목으로 명시. 실제 배양에 카나마이신 황산염 50 mg/L 사용,배양 사용례 카나마이신 50 mg/L → 정제 후 잔류 시험,자체 QC,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),해당 없음,해당 없음,무항생제 선별 시스템,β-락탐계는 잔류 시 과민반응 위험,상,규제 권고 + 실제 사용 농도
RC-L9-014,L9,중금속·미량원소,Heavy metals and trace elements,발효 배지·용기에서 유입되는 무기 불순물,전 조합,조건부,"체내 이식용에서는 필수, 체외 배양용에서는 위험도가 낮음",REVIEW,PMC8897173 [전문 확인],규제 문헌이 원료·용기 유래 중금속·미량원소를 관리 항목으로 명시,정량 근거 없음(수치 기준은 규제 문헌에 미제시),자체 QC / 시험소 위탁,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),ICP-MS,해당 없음,해당 없음,PTM1 미량염 등 발효 첨가물 유래 금속이 광가교 라디칼 반응에 간섭할 수 있음,중,"규제 권고만, 수치 없음"
RC-L9-015,L9,잔류 가교제(BDDE·글루타르알데하이드·미반응 메타크릴산),"Residual crosslinker (BDDE, glutaraldehyde, unreacted methacrylic acid)",이 시스템은 가교가 필수이므로 잔류 가교제 관리도 자동으로 필수가 된다,전 조합,필수,질문 2의 답에서 파생: 자발 겔화가 안 되어 가교가 필수 → 잔류물 관리도 필수,DOSE,PMC13037810 [전문 확인]; PMC7556543 [전문 확인],"BDDE 가교 후 초순수 3–5회 세척, 잔류 BDDE를 형광정량(λex 370 nm / λem 430 nm)으로 측정","세척 3–5회; 형광정량 λex 370 / λem 430 nm. 메타크릴화 후 투석 MWCO 12 000–14 000, 20 h 이상",자체 QC,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),형광분광 / HPLC,해당 없음,"무가교 물리겔(단, 37 °C에서 성립 불가)",세포 존재 하 가교(mTG·광가교)에서는 사후 세척이 불가능 — 사전에 미반응 성분을 없애야 함,상,실제 측정법과 조건 명시
RC-L9-016,L9,O-만노실화 등 효모 유래 당쇄 확인 / 엔도글리코시다제 처리,Yeast O-mannosylation check / endoglycosidase treatment,Pichia·K. phaffii 발현체 특유 항목. 분자량 이상과 면역원성의 원인,전 조합,조건부,효모 숙주를 쓸 때만. 대장균 발현체에는 불필요,DOSE;REVIEW,PMC13333565 [전문 확인]; PMC12938472 [전문 확인],"SynthCol1이 SDS-PAGE에서 예측치 대비 약 40 % 큰 ~74 kDa에 나타나며, 저자는 P. pastoris 번역후 수식을 원인으로 추정. 설계 단계에서 당화 부위를 줄인 서열을 선택",정량 근거 없음(엔도글리코시다제 처리 조건). 서열 설계 단계에서 당화 부위 축소가 1차 대응,자체 QC,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),PNGase F / Endo H 처리 후 SDS-PAGE,해당 없음,당화 부위를 제거한 서열 설계; 대장균 숙주로 전환,당쇄가 남으면 배치 간 분자량 편차가 커지고 면역원성 논점이 생김,중,"원인 추정 수준, 처리 조건 미확인"
RC-L9-017,L9,무균성 및 마이코플라스마,Sterility and mycoplasma,세포배양용 재료의 기본 안전 규격,전 조합,조건부,"세포를 넣는 모든 재료의 전제 조건 — 실무상 생략 불가하나, 본 조사 규칙(REVIEW·VENDOR 단독 근거로는 '필수' 판정을 세우지 않음)에 따라 조건부로 표기함",VENDOR;REVIEW,"Yeasen 92616ES50 / FUJIFILM Wako 385-07361 제품 규격 [VENDOR], 확인일 2026-09-16; PMC8897173 [전문 확인]",세포배양용 제품은 0.22 µm 여과 및 무균 공정으로 공급. 재조합 콜라겐은 0.2 µm 나일론 주사기 필터로 멸균여과,0.22 µm(또는 0.2 µm) 멸균여과. 고농도(10 %(w/v)) 용액은 여과 저항이 커 사전 온도·점도 조절 필요,자체 QC / 공급사 CoA,확보 실패: 제조사 공식 페이지에 품번·가격 비공개(견적 문의만 제공),세포배양 등급,해당 없음,"감마선 조사(단, 단백질 변성 위험)",10 %(w/v) 고점도 전구체는 0.22 µm 여과가 실질적으로 어려워 무균 공정 설계가 별도로 필요,상,제조사 규격 + 논문 방법부
RC-L9-018,L9,배치 간 편차(G′ 및 치환도 CV),Batch-to-batch variability (G' and DoF CV),"재조합 재료의 최대 강점이자, 화학 수식을 거치면 다시 흔들리는 지점",전 조합,필수,"수식 공정이 배치 편차를 새로 만들기 때문에, 원료 편차와 수식 편차를 따로 관리해야 함",DOSE,PMC6499775 [전문 확인]; PMC12852974 [전문 확인],목표 치환도 100 % 및 60 %의 GelMA 각 5배치에서 물성 편차를 평가한 방법론. 재조합 콜라겐에서는 DoF와 분자량이 강성에 비선형·상호작용적으로 기여함이 DoE로 확인,"배치별 DoF(TNBS 또는 1H-NMR), G′(동일 농도·동일 조사조건), 팽윤비를 기록하고 CV 관리. DoF-MAA 관계식: DoF = 100×([MAA]−0.02122)/(0.01379+([MAA]−0.02122))",자체 QC,해당 없음,TNBS 비색법 / 1H-NMR / 레오미터,해당 없음,1H-NMR 단독,원료 배치가 같아도 메타크릴화 배치가 다르면 G′이 수배 달라짐,상,DoE 기반 정량 관계식
RC-L9-019,L9,세포 생존율 및 부착 기능검정(기능적 출하시험),Cell viability and adhesion functional release test,물리·화학 규격을 통과해도 인테그린 신호가 살아 있는지는 별도로 확인해야 한다,전 조합,필수,"EDC 100 % 가교가 규격상으로는 정상이면서 GxOGER를 파괴한 실측이 있어, 기능검정 없이는 판정 불가",OMIT;DOSE,PMC4570933 [전문 확인]; PMC5007264 [전문 확인]; PMC9140497 [전문 확인],EDC 100 % 조건에서 α2β1 매개 혈소판 부착이 A405 2.55±0.07 → 0.23±0.13으로 소실. 항-β1 차단항체로 부착이 배경 수준까지 감소하는지 확인,"α2β1 발현 세포(HT1080 등) 1×10⁵ cells/mL, Mg²⁺ 존재/EDTA 대조, cRGD 10 mM 길항 대조 병행. 합격 기준은 사내 설정",자체 QC,해당 없음,정량 부착 검정 + 차단항체,해당 없음,인테그린 I-도메인 결합 ELISA(재조합 α1/α2 I-도메인),★ 이 검정이 없으면 '가교했더니 단단해졌다'만 보고 리간드가 죽은 것을 놓친다,상,파괴 사례가 실측으로 존재
RC-L9-020,L9,광학 투과율(이미징 적합성),Optical transmittance for imaging,오가노이드는 관찰이 목적이므로 투과율이 실질 규격이 된다,전 조합,조건부,형광 이미징을 주 판독으로 쓸 때 필요,DOSE,PMC8756583 [전문 확인]; PMC12953112 [전문 확인],"장 오가노이드용 합성 겔의 투과율 비교: RGD-TPON 100 %, RGD-TON 90 %, Matrigel 70 %. 마린 콜라겐-알지네이트 겔은 1.8 mm 두께에서 405 nm 투과 >60 %",가시광 투과율 및 405 nm 투과율(1.8 mm 두께 기준 >60 %),자체 QC,해당 없음,UV-Vis 분광광도계,해당 없음,굴절률 매칭 청소(clearing) 후 이미징,자가조립 나노섬유가 생기면 산란이 커져 투과율이 급락,상,비교 수치 존재
