essential_id,name_ko,name_en,layer,axis,tier,evidence_type,evidence_ref,experiment_summary,patent_ref,tissue_scope,quant_range,alternatives,open_issues,confidence,confidence_reason
N-085,식물·해조 유래 무동물 골격,plant/algae-derived animal-free backbone,L1;L9,AX-8;AX-1,E2,SUBST,DOI:10.1002/advs.202002135;DOI:10.1016/j.stemcr.2018.12.001,"식물 유래 나노셀룰로스 겔(G′ 94 Pa, G″ 6 Pa)에서 마우스 소장 오가노이드가 자랐고, 라미닌-1 0.5 mg/mL 첨가는 유변 물성을 거의 바꾸지 않았으며 형태도 무첨가와 유사했다 [전문 확인]. 해조 유래 알지네이트는 FDA 승인 다당류로 기술되었다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),장,"나노셀룰로스 G′ 94 Pa / G″ 6 Pa (유변계 진동측정, 평행판, 변형 스윕)",합성 PEG; 재조합 단백질 겔,무동물 골격만으로는 조직별 생화학 신호가 부족해 보충이 필요한 경우가 많음,상,서로 독립된 2편의 전문에서 동일 방향의 제거·치환·농도반응 결과를 확인
N-086,완전 합성 펩타이드 자가조립 겔,fully synthetic self-assembling peptide gel,L1;L9,AX-8;AX-5;AX-9,E2,SUBST,DOI:10.1016/j.bioactmat.2022.08.003;DOI:10.1016/j.bioactmat.2026.03.029,완전 합성 자가조립 펩타이드 하이드로겔(PeptiGel Alpha4/Alpha5)에서 hiPSC 유래 신장 오가노이드의 성장·분화가 이뤄졌고 15일간 G′ 변화를 추적했다 [전문 확인]. 전단박화·자가치유 펩타이드 겔(PepGel)은 hiPSC가 3D 콜로니 내부에 내강 구조를 스스로 만들게 하고 간세포 유사 세포로의 분화 효율을 부유배양 대비 높였다 [전문 확인],특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),신장; 간,"G′ 1,050 / 4,310 Pa (0일) → 15일 후 증가 [측정법: 유변계 진동측정]",PEG 계; 알지네이트 계,합성 펩타이드 겔은 대체로 Matrigel보다 굳어 무른 조직 모사에는 불리,상,서로 독립된 2편의 전문에서 동일 방향의 제거·치환·농도반응 결과를 확인
N-087,장 조직 요구사항 종합,intestinal tissue requirement profile,L2;L3;L4,AX-9;AX-1;AX-2;AX-3,E1,DOSE;SUBST;OMIT,DOI:10.1002/advs.202004705;DOI:10.1016/j.stemcr.2018.12.001;DOI:10.1038/nature20168,"성체 유래 상피 전용 엔테로이드는 G′ ≈1 kPa·느린 완화·RGD 0.5~1 mM 또는 HA 신호를 요구했고 [전문 확인], 상피+중간엽을 함께 갖는 hPSC 유래 HIO는 접착·분해 신호가 전혀 없는 알지네이트에서도 성장했다 [전문 확인]. 초록 수준에서는 확장 단계와 분화 단계의 요구 물성이 서로 다르다고 보고되었다 [본문 미확인 — 초록 범위]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),장,G′ 0.4~1.3 kPa; RGD 0~1 mM; t1/2 18 h [측정법: 유변계 응력완화 시험 / 유변계 진동측정],콜라겐 I; 탈세포 소장 ECM; 나노셀룰로스,'장 오가노이드'라는 이름 아래 상피 전용과 상피+중간엽이 섞여 요구사항이 정반대로 보고됨 — 최대 혼선 원인,중,"근거 혼합 — 일부는 전문에서 실험 조건 직접 확인, 일부는 초록 범위에 그침"
N-088,간 조직 요구사항 종합,liver tissue requirement profile,L2;L3,AX-9;AX-1;AX-2,E1,OMIT;DOSE;SUBST,DOI:10.1002/adfm.202000893;DOI:10.1038/s41467-020-17161-0;DOI:10.34133/bmr.0280,PIC 배경에서는 RGD 0.2 mM로 부족했고 LEC 3 mg/mL 또는 재조합 라미닌-111이 필요했으며 무른 겔(12~38 Pa)이 유리했다 [전문 확인]. 반면 PEG-FXIIIa 배경에서는 1.3~1.7 kPa가 최적이었다 [전문 확인]. 부유 배양에서도 5%(vol/vol) Matrigel 유무가 극성 있는 간세포 오가노이드와 비극성 구체를 갈랐다 [전문 확인],특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),간,G′ 12~38 Pa (PIC) vs 1.3~1.7 kPa (PEG); Matrigel 5% vol/vol [측정법: 유변계 진동측정],PIC-LEC; PEG-RGD-라미닌; 5% Matrigel 부유,같은 조직에 대해 최적 강성이 두 자릿수 차이 — 미해결 쟁점,상,서로 독립된 3편 이상의 전문에서 제거·치환·농도반응 실험 조건을 직접 확인
N-089,뇌 조직 요구사항 종합,brain tissue requirement profile,L2;L3,AX-9;AX-1;AX-2,E1,OMIT;SUBST;DOSE,DOI:10.1038/s41586-025-09151-3;DOI:10.3390/organoids2040013;DOI:10.1371/journal.pone.0245685,Matrigel 없이(무기질 또는 불활성 아가로스) 기른 초기 뇌 오가노이드는 더 작고 신경상피 출아가 없었으며 협응적 세포 흐름이 사라졌다. 약 100 Pa PEG 겔에서 라미닌-111 제시가 GFOGER보다 우수했다 [전문 확인]. Matrigel을 0~3% v/v로 적정하면 오가노이드 크기가 유의하게 달라졌다 [전문 확인]. 돼지 뇌 유래 dECM 15 mg/mL은 40일차 신경 표지자 발현에서 Matrigel과 유의차가 없었다 [전문 확인],특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),뇌,PEG 약 100 Pa; Matrigel 0~3% v/v; B-ECM 15 mg/mL [측정법: 원문에 측정법이 명시되지 않아 확인 실패 — 수치를 다른 측정법 값과 직접 비교하지 말 것],탈세포 뇌 ECM; PEG-라미닌; 아가로스(열등),출아 형태 차이가 기능적 성숙 차이로 이어지는지 미검증,상,서로 독립된 3편 이상의 전문에서 제거·치환·농도반응 실험 조건을 직접 확인
N-090,신장 조직 요구사항 종합,kidney tissue requirement profile,L3;L4,AX-9;AX-2;AX-3,E1,DOSE,DOI:10.1002/advs.202200543;DOI:10.1016/j.bioactmat.2022.08.003;DOI:10.7554/elife.73486,"산화 알지네이트 이민 가교 겔에서 0.1 kPa·응력완화 조건이 내강 형태를 개선하고 EMT 표지 SNAIL을 억제한 반면 3·20 kPa에서는 SNAIL이 나타났다 [전문 확인]. 완전 합성 펩타이드 겔(1,050·4,310 Pa)에서도 성장·분화가 보고되었다 [전문 확인]. 신장 오가노이드는 78종의 기저막 단백질을 스스로 침착한다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),신장,"0.1 / 3 / 20 kPa; 1,050 / 4,310 Pa [측정법: 유변계 진동측정]",GelMA; 자가조립 펩타이드 겔,외인성 기저막 성분의 필요성 자체가 불명 — 자가 침착이 상당 부분을 담당,상,서로 독립된 3편 이상의 전문에서 제거·치환·농도반응 실험 조건을 직접 확인
N-091,폐 조직 요구사항 종합,lung tissue requirement profile,L3;L5,AX-9;AX-2;AX-4,E1,DOSE;OMIT,DOI:10.1038/s41467-026-75663-9;DOI:10.1038/s41467-023-44488-1;DOI:10.1016/j.stemcr.2024.11.006;DOI:10.1186/s13287-024-04106-3,"GelMA 2.99/6.22/11.31 kPa 구배가 기도 상피 세포형 분포를 바꿨고 [전문 확인], MMP 저해는 비강 오가노이드의 점액섬모 분화를 저해했다 [전문 확인]. 반면 HA 겔에서는 사전 응집과 자가분비 ECM만으로 Matrigel 없이 폐포 오가노이드가 형성됐고 [전문 확인], iPSC 유래 폐 오가노이드를 매트릭스 없이 만든 보고도 있다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),폐,압축탄성률 2.99~11.31 kPa; 부위별 폐 강성 0.5~15 kPa [측정법: 압축시험],매트릭스 프리(응집체) 배양; HA 겔,형성은 매트릭스 없이 가능하나 세포형 구성은 강성에 좌우 — 목적에 따라 등급이 달라짐,상,서로 독립된 3편 이상의 전문에서 제거·치환·농도반응 실험 조건을 직접 확인
N-092,췌장 조직 요구사항 종합,pancreatic tissue requirement profile,L2;L3;L5,AX-9;AX-1;AX-2;AX-4,E1,SUBST;OMIT,DOI:10.1038/s41563-021-01085-1;DOI:10.1038/s41467-021-25921-9;DOI:10.1038/s41467-019-13605-4,"마우스 췌장암 오가노이드는 피브로넥틴 모사 펩타이드 단독으로는 유지되지 않고 GFOGER가 필요했으며 3종 병용이 최선이었고, MMP 감수성 가교 PEG 배경이었다 [전문 확인]. 펩타이드 앰피필 자가조립 계(PA-ECM)는 환자별 전사체와 약물반응 재현에서 오가노이드보다 나았다 [전문 확인]. 탈세포 조직 유래 ECM 겔은 췌장 등 내배엽 오가노이드 배양을 가능하게 했다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),췌장,정상 1.48±0.3 kPa / 종양 3.55~8.48 kPa (AFM),PA-ECM; 탈세포 췌장 ECM; Matrigel,접착 요구가 대장·자궁내막과 정반대 — 조직 특이 접착 사양의 대표 사례,상,서로 독립된 3편 이상의 전문에서 제거·치환·농도반응 실험 조건을 직접 확인
N-093,위 조직 요구사항 종합,gastric tissue requirement profile,L1;L3,AX-9;AX-2;AX-8,E1,DOSE;SUBST;REVIEW,DOI:10.1038/s41467-022-29279-4;DOI:10.5306/wjco.v16.i11.110453,"돼지 위 전층 탈세포 ECM 겔(SEM) 5 mg/mL에서 위 오가노이드 형성 효율이 최고였고 Lgr5 발현은 Matrigel과 유사, Atp4b는 오히려 높았다. 점막만 쓴 겔은 오가노이드를 지지하지 못했다 [전문 확인]. 전정부와 체부 오가노이드의 배지 요구(Wnt/R-spondin/Noggin vs EGF/FGF10)가 다르다는 정리도 있다 [전문 확인]",특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),위,"SEM 3 / 5 / 7 mg/mL, 최적 5 mg/mL",Matrigel; 식도 유래 EEM,위는 전용 합성 매트릭스 연구가 가장 적은 조직 — 강성 최적 범위 데이터 확보 실패 / 근거 중 총설 포함(10.5306/wjco.v16.i11.110453) — 해당 부분은 원저의 1차 실험 근거가 아님.,중,서로 독립된 2편의 전문에서 동일 방향의 제거·치환·농도반응 결과를 확인 / 교차 근거 중 10.5306/wjco.v16.i11.110453은(는) 총설이므로 독립 실험 근거로 계수하지 않음 → '중'으로 하향(X 레드팀 X-007)
N-094,환자 유래 종양 오가노이드 요구사항 종합,patient-derived tumour organoid requirement profile,L2;L3;L9,AX-9;AX-2;AX-8,E1,SUBST;DOSE;REVIEW,DOI:10.1002/advs.202102418;DOI:10.1002/adhm.202504669;DOI:10.1186/s12967-025-06349-x;DOI:10.1093/jmcb/mjac064,비접착성 알지네이트 미세비드에서 마우스 유방 종양 오가노이드가 자랐고 내강 압력이 2주 후 2 kPa에 도달했다 [전문 확인]. 히스티딘 완충 셀룰로스나노결정-젤라틴 겔은 21일 배양 중 생리 pH를 유지해 환자 유래 유방암 오가노이드 증식을 높였다 [전문 확인]. 약 200 Pa·고농도 RGD 엘라스틴 유사 ECM에서 형성 효율이 최고였고 MMP 저해는 성장을 저해했다 [전문 확인],특허 근거 미사용(본 항목은 논문 실험 근거만으로 판정; 대응 특허 근거는 12_patent_essentials.md 참조),종양(환자 유래),약 200 Pa + 고 RGD; 내강 압력 약 2 kPa; pH 유지 21일 [측정법: 원문에 측정법이 명시되지 않아 확인 실패 — 수치를 다른 측정법 값과 직접 비교하지 말 것],탈세포 종양/장기 ECM; 알지네이트; 완충 겔,종양은 원발 조직별 매트리솜이 달라 단일 사양 불가 — 환자·부위별 최적화 필요 / AX-1은 이 종합 행의 등급을 지탱하는 근거 축이 아니므로 axis에서 제외(V 감사 반려-006). 종양 조직의 AX-1 판정은 조직 매트릭스 셀(E3)을 따른다. / 근거 중 총설 포함(10.1186/s12967-025-06349-x) — 해당 부분은 원저의 1차 실험 근거가 아님.,상,서로 독립된 3편 이상의 전문에서 제거·치환·농도반응 실험 조건을 직접 확인
