item_id,layer,name_ko,name_en,role_in_collagen_system,necessity,necessity_basis,evidence_type,evidence_ref,experiment_summary,quant_spec,supplier,catalog_no,grade,origin,alternatives,risk,confidence,confidence_reason
CL-L8-015,L8,로트별 중화 적정 곡선 작성,Lot-specific neutralization titration,로트마다 다른 산 농도·완충능을 보정해 목표 pH를 재현,필수,"'콜라겐 로트마다 다르다'는 것이 명시적으로 보고되어, 고정 레시피를 그대로 쓰면 pH가 이탈함",OMIT;DOSE,PMC11120981[전문 확인],"콜라겐 로트마다 다르므로, 2× 강화 배지와 25 µL/mL 1 M NaOH를 첨가한 2× 강화 배지의 혼합 비율을 적정으로 결정해 1차 중화 후 pH 7~7.2를 얻는 방법을 제시. 콜라겐 1300 µL에 중화 매질을 100 또는 200 µL씩 증분 첨가해 20·30 mg/mL(0.05%·0.1% 아세트산) 각각의 적정곡선을 작성. NaOH 보정 없이는 겔 강성이 유의하게 감소하고, 최적 비율의 NaOH 첨가는 강성을 유의하게 증가시킴",1 M NaOH 25 µL/mL 배지 스톡; 콜라겐 1300 µL에 100~200 µL 증분; 1차 중화 목표 pH 7.0~7.2; 예시 비율 5:2(무NaOH 배지:NaOH 배지) = 7.14 µL/mL,해당 없음(사내 시험),해당 없음,해당 없음,해당 없음,제조사 전용 중화액(ABM 5153/5205) 사용,적정을 생략하면 로트 교체 시 겔화 시간·강성이 급변해 실험 간 비교가 불가능해짐,상,방법·수치·강성 영향이 전문에서 정량 확인됨
CL-L9-001,L9,엔도톡신 시험(LAL),"Endotoxin test, Limulus Amoebocyte Lysate",동물 유래 콜라겐의 그람음성균 내독소를 정량. 오가노이드 염증 반응의 잠재적 교란 요인,조건부,제품 간 상한이 10배 차이나지만 본 자료에 엔도톡신 제거·부하에 따른 오가노이드 결과 차이를 보인 OMIT/DOSE 실험이 없어 제조사 규격 근거만으로 필수 판정하지 않음,VENDOR,Advanced BioMatrix DFU 5005(≤1.0 EU/mL) / 5153(≤10.0 EU/mL) / 5201(≤10 EU/mL); NOVAMATRIX PRONOVA UP LVG(<100 EU/g); Corning Matrigel 로트별 LAL,"PureCol 5005 규격 엔도톡신 LAL ≤1.0 EU/mL, RatCol 5153 및 PhotoCol ≤10.0 EU/mL, 초순도 알지네이트 <100 EU/g. Corning Matrigel은 로트별 LAL 측정치를 CoA로 제공",목표 ≤1.0 EU/mL(콜라겐 원액 기준). 최종 겔 기준 환산 시 희석배수 반영,Lonza / Charles River,LAL 카트리지·키트(확보 실패: 구체 품번 미검증),USP <85> 준용,시험 키트,재조합 Factor C(rFC) 시험,엔도톡신은 NF-κB 경로를 통해 상피 오가노이드의 염증 유전자 발현을 직접 교란,상,제조사 규격 수치를 원문에서 직접 확인
CL-L9-002,L9,SDS-PAGE 순도·밴드 패턴 시험,SDS-PAGE purity and band pattern,"α1/α2 단량체, β 이량체, γ 삼량체 밴드 비율로 콜라겐의 무결성과 단량체 함량을 판정",조건부,제조사 규격과 분석 프로토콜 근거만 존재하고 밴드 비율을 단계적으로 바꿔 겔 물성을 비교한 실험이 본 자료에 없어 필수로 올리지 않음,REVIEW;VENDOR,Advanced BioMatrix DFU 5005/5153; Corning 354249 사양; PMC11696724[전문 확인]; PMC13331770[전문 확인],"ABM 5005: 은염색 순도 ≥99.9%, Coomassie에서 α·β·γ 밴드에 ≥85%가 포함되고 α보다 빠르게 이동하는 밴드(분해물)가 <15%. Corning 354249는 SDS-PAGE 순도 >90%. PMC11696724: 콜라겐 겔 시료를 125 mM Tris, 4% SDS, 10% 2-머캅토에탄올, 20% 글리세롤과 섞어 95 °C 5분 처리 후 전기영동. PMC13331770: 재조합 COL3A1을 10% SDS-PAGE와 Coomassie R250 염색 후 ImageJ로 정량, 항-His 웨스턴블롯 병행","α/β/γ 밴드 합 ≥85%, 분해 밴드 <15%, 전체 순도 ≥99%(은염색); 시료 전처리 95 °C 5분, 125 mM Tris/4% SDS/10% 2-ME/20% 글리세롤",Bio-Rad,Mini-PROTEAN TGX 프리캐스트 젤(확보 실패: 구체 품번 미검증),분석용,시험 장비/시약,모세관 전기영동,분해 밴드가 많으면 겔화가 늦고 강성이 낮아짐,상,두 제조사 규격과 전문 2편의 실제 방법이 확인됨
CL-L9-003,L9,원편광이색성(CD) 변성도 시험,Circular dichroism thermal denaturation,삼중나선 잔존율과 열변성 온도를 측정. 콜라겐이 젤라틴으로 변했는지를 판정,필수,삼중나선이 풀리면 GFOGER 인테그린 신호가 사라지므로 생물학적 기능의 통과/탈락 기준,OMIT;REVIEW,PMC6783949[전문 확인]; PMC13331770[전문 확인]; PMC13408534[전문 확인],"OMIT 근거(PMC6783949): 재조합 P4H 없이 곤충세포에서 발현한 rhCOL III는 하이드록실화가 불충분해 열안정성이 낮았고, 재조합 P4H와 아스코브산을 배지에 보충하자 하이드록실화와 열안정성이 회복 — 삼중나선 지표가 기능과 직결됨을 보인 제거/복원 실험. PMC13331770: 재조합 전장 COL3A1의 삼중나선 형성을 CD 분광으로 확인(T4-피브리틴 융합 설계의 핵심 검증 지표). PMC6783949: 곤충세포 발현 rhCOL III는 하이드록실화가 불충분해 열안정성이 낮았고, 재조합 P4H와 아스코브산 보충으로 회복. 콜라겐 변성온도는 종별로 크게 달라 태평양대구 14.5 °C, 초어 33 °C, 인간 체온 37.5 °C 미만이면 가교 보강이 필수","판정 기준: 변성온도(Td) > 37.5 °C. 포유류 참조치 소 진피 55 °C, 랫 꼬리 65 °C(PMC7182835), 해양 콜라겐 14.5~36 °C",JASCO / Applied Photophysics,CD 분광기(확보 실패: 구체 모델 미검증),분석 장비,시험 장비,시차주사열량계(DSC),변성 콜라겐은 겔화하지 않거나 37 °C에서 녹아내림,상,종별 변성온도와 판정 의의가 전문 3편에서 정량 확인됨
CL-L9-004,L9,시차주사열량계(DSC) 열분석,Differential scanning calorimetry,가교도와 열안정성을 정량. 가교 전후 변성 엔탈피·피크 온도 비교,조건부,가교 공정을 도입한 경우 가교도의 표준 확인 수단,DOSE;VENDOR,PMC6814728[전문 확인]; PMC8228673[전문 확인]; PMC7182835[전문 확인]; Advanced BioMatrix DFU 5201,"PMC6814728: 가교도 판정을 위해 Q2000 DSC(TA Instruments)로 8~80 °C 구간을 5 °C/min으로 주사. PMC8228673: 산성 침전 콜라겐 섬유 Tm 45.5·46 °C(전이 37~51 °C), 인산완충 투석 재구성 섬유 Tm 약 56 °C(전이 52~60 °C) — 즉 중성 조건 재구성이 열안정성을 높임. PMC7182835: 소 피부 55 °C, 소 근내결합조직 90 °C, 랫 꼬리 65 °C. ABM PhotoCol 규격에도 DSC 열분석 항목 존재","주사 범위 8~80 °C, 승온속도 5 °C/min; 산성 침전 Tm 45.5~46 °C 대 중성 재구성 Tm 약 56 °C",TA Instruments,Q2000 DSC,분석 장비,시험 장비,CD 분광,시료량이 많이 필요하고 수화 상태에 민감,상,장비·조건·판정치가 전문 3편과 제조사 규격에서 확인됨
CL-L9-005,L9,겔화 시험(tube test / kinetic gel test),Gel formation tube test and kinetic gel test,로트별 겔화 시간을 규격화. 오가노이드 돔 재현성의 직접 지표,필수,로트별 겔화시간 편차가 돔 붕괴·오가노이드 유실로 직결되므로 입고 시 필수 확인 항목,SUBST;VENDOR,PMC10070462[전문 확인]; Advanced BioMatrix DFU 5005/5153/5201,"ABM 5005·5153 규격: 겔 형성 tube test ≤40분, kinetic gel test ≤40분, 섬유형성 흡광도 ≥0.5. PhotoCol은 ≤10분. PMC10070462: 겔화 자체는 되었으나 오가노이드 팽창 중 돔이 붕괴한 아텔로콜라겐 사례 — 겔화시간만으로는 장기 안정성을 보증하지 못함","tube test ≤40분(일반 콜라겐), ≤10분(PhotoCol); 섬유형성 흡광도(400 nm 탁도) ≥0.5 AU",사내 시험 또는 제조사 CoA,해당 없음,QC 항목,시험 절차,"레올로지 겔화점(G'=G"") 측정",겔화시간 규격만으로는 장기 배양 중 수축·붕괴를 예측할 수 없음,상,제조사 규격 수치와 규격의 한계 사례가 모두 확인됨
CL-L9-006,L9,레올로지 물성 시험(G′/G″),"Rheology, storage and loss modulus",겔의 저장탄성률(G′)과 손실탄성률(G″)을 실측. 가교·농도 효과 판정의 표준,필수,"콜라겐 겔의 기계적 규격을 정의하는 유일한 직접 측정 수단이며, 영률(E)로 단순 환산할 수 없음",DOSE,PMC13492384[전문 확인]; PMC11696724[전문 확인]; PMC13408534[전문 확인]; PMC13501466[전문 확인],"PMC13492384: 동적 전단 레올로지로 9 mg/mL 콜라겐 G' 438 ± 87 Pa, 글루타르알데하이드 5,396 ± 1,678 Pa, mTG 11,839 ± 5,423 Pa. PMC11696724: 3 mg/mL 콜라겐 G' 64.7 Pa, BGN 1% 178 Pa, 3% 761 Pa. PMC13408534: 주파수 스윕 0.1~10 Hz, 변형 0.5%, 온도 스윕 5~45 °C(1.0 °C/min). PMC13501466: G' 약 10 kPa 수준의 dECM-THA 겔","주파수 스윕 0.1~10 Hz, 변형 0.5%(선형 점탄성 영역); 온도 스윕 5~45 °C, 1.0 °C/min; 보고 단위는 반드시 Pa(G′)",Anton Paar / TA Instruments / Malvern,"레오미터(예: Bohlin CVO-100, ABM 규격 시험에 사용)",분석 장비,시험 장비,"마이크로트위저(PMC8786121), AFM, 압축탄성률 시험(PMC11120981)",G′(전단)과 E(영률)는 포아송비·측정 스케일이 달라 단순 환산 불가 — 문헌 비교 시 측정법을 반드시 병기해야 함,상,측정 조건과 수치가 전문 4편에서 확인됨
CL-L9-007,L9,점도 시험,Viscosity measurement,프린팅·주입 가능성과 이온강도 효과를 판정,조건부,바이오프린팅·미세유체 주입 경로에서만 규격 항목이 됨,DOSE;CLAIM,PMC5123637[전문 확인]; PMC11696724[전문 확인]; 특허 US20250032668A1(CollPlant) 독립항 1,"PMC5123637: NaCl 0.5 wt% 첨가로 콜라겐 슬러리 점도가 36.3 Pa·s → 3.2 Pa·s. PMC11696724: 2.0 mg/mL 콜라겐 I 용액 점도 6 mPa·s, 유입 속도 50 µm/s로 CFD 시뮬레이션. US20250032668A1 청구항 1: 식물 유래 rhCollagen 제형의 점도를 전단속도 5 1/s, 실온에서 2000 cP(또는 1500 cP) 이하로 한정","2.0 mg/mL 콜라겐 6 mPa·s; 프린팅 제형 상한 ≤2000 cP(전단속도 5 1/s, 실온)",Anton Paar / Brookfield,점도계(확보 실패: 구체 모델 미검증),분석 장비,시험 장비,레올로지 전단속도 스윕,점도는 온도에 극도로 민감 — 측정 온도 병기 필수,상,수치와 특허 상한이 모두 원문에서 확인됨
CL-L9-008,L9,TSE/BSE·프리온 안전성 증빙,TSE/BSE and prion safety documentation,소·돼지 유래 콜라겐의 전염성 해면상뇌증 위험을 관리,조건부,"체내 이식 경로에서는 회피 불가한 관문이나, 체외 오가노이드 배양만 하는 범위에서는 제조사 증빙 확인으로 충족되므로 조건부로 둔다",REVIEW;VENDOR,PMC6783949[전문 확인]; PMC13429893[전문 확인]; PMC13486105[전문 확인]; Advanced BioMatrix DFU 5005/5153,"PMC6783949: 정제 전략의 편차로 감염성 질환 전파 위험이 있으며, 프리온 오염 소 유래 지지체를 통한 BSE 전파가 관찰됨. 또한 인구의 2~4%가 돼지·소 유래 콜라겐에 알레르기. ABM DFU: 폐쇄군 유래 원료를 cGMP 준용 공정으로 정제하며 프리온·바이러스 불활화를 위한 검증된 공정 단계를 내장. PMC13486105: ELISA로 돼지 콜라겐 에피토프를 약 0.033 mg/mL까지 검출 가능","요구 증빙: 폐쇄군(closed herd) 사육 증명, 프리온·바이러스 불활화 밸리데이션, 원산지·연령 기록. 돼지 혼입 검출 한계 약 0.033 mg/mL(ELISA)",제조사 CoA/규제 문서,해당 없음,cGMP 준용 원료 증빙,소·돼지,"재조합 콜라겐(CollPlant, Jland) 또는 인간 태반 유래로 전환",이슬람·유대교 등 종교적 제약(PMC13486105)과 2~4% 인구의 알레르기 위험이 동반됨,상,"전파 사례·알레르기 비율·검출한계가 전문 3편에서 확인, 제조사 공정 증빙도 확인"
CL-L9-009,L9,무균시험 및 마이코플라스마 시험,Sterility and mycoplasma testing,장기 오가노이드 배양의 오염원 차단,조건부,제조사 규격 근거만 존재. 다만 0.2 µm 여과 이력에 의존하는 고점도 제품에서는 실질적 확인 항목,VENDOR,"Advanced BioMatrix DFU 5005/5153(Sterility USP 변법, No Growth); Corning 354249 사양(세균·진균·마이코플라스마 음성)","ABM: 무균시험(USP 변법) 결과 'No Growth'가 규격. Corning 354249: 세균·진균·마이코플라스마 음성 확인, 0.2 µm 막 여과 공정",무균(USP 변법) No Growth; 마이코플라스마 음성; 0.2 µm 여과,제조사 CoA,해당 없음,USP 준용,시험 항목,사내 PCR 마이코플라스마 검사,고점도 고농도 콜라겐은 0.2 µm 여과가 어려워 제조사 여과 이력에 의존해야 함,상,두 제조사 규격에서 항목·판정기준 확인
CL-L9-010,L9,텔로펩타이드 잔존 여부 규정,Telopeptide content specification,아텔로/텔로 구분을 계약 규격으로 고정. 면역원성·겔 강도·LOX 가교 가능성을 동시에 좌우,필수,같은 '콜라겐 I형'이라도 텔로펩타이드 유무로 겔 안정성이 달라져 오가노이드 성패가 갈린 실측 근거가 있음,SUBST;VENDOR;CLAIM,PMC10070462[전문 확인]; Advanced BioMatrix DFU 5153/5005; PMC5123637[전문 확인]; 특허 US20120065376A1(CollPlant); US4294241,"PMC10070462: 아텔로콜라겐은 프로테아제로 비나선 텔로펩타이드를 제거한 저면역원성 유도체이나, 오가노이드가 팽창하면서 돔이 붕괴해 오가노이드가 배지로 유실됨. ABM: RatCol 5153은 '텔로펩타이드 보존(telo-collagen)', PureCol 5005는 '아텔로콜라겐'으로 명시. PMC5123637: LOX는 텔로펩타이드 영역 라이신에 작용하므로 아텔로화 시 효소 가교 경로가 사라짐. US20120065376A1: 비동물세포 발현 인간 텔로펩타이드 함유 콜라겐을 뉴트라제·서브틸리신·피신·재조합 인간 트립신으로 처리해 아텔로콜라겐을 생성","텔로형 지정 규격 예: 3.5~4.5 mg/mL, pH 3.0~3.8(ABM 5153); 아텔로형은 2D 코팅 50~100 µg/mL 및 주입제 55~75 mg/mL 용도로 한정",제조사 CoA/제품 사양,해당 없음,제품 사양 항목,제조 공정 특성,텔로형과 아텔로형을 혼합해 중간 물성 확보,텔로형은 이종 텔로펩타이드 에피토프로 면역원성 상승 — 체외 배양에서는 문제되지 않으나 이식용에서는 쟁점,상,실패 사례·제조사 표기·효소 기전·특허 공정이 모두 확인됨
CL-L9-011,L9,하이드록시프롤린 정량,Hydroxyproline quantification,콜라겐 실질 함량과 하이드록실화 정도를 정량. 재조합 콜라겐의 열안정성 예측 지표,조건부,재조합 콜라겐이나 자가 추출 콜라겐을 쓸 때 필수. 검증된 상용 콜라겐은 CoA로 대체 가능,DOSE;REVIEW,PMC9201972[전문 확인]; PMC6783949[전문 확인]; PMC13408534[전문 확인],"PMC9201972: 시료를 기상 6 M HCl, 110 °C 16시간 가수분해 후 Hyp 함량 정량. PMC6783949: E. coli·P. pastoris는 하이드록실화 효소가 없어 바이러스 유래 라이실 하이드록실라제 L230·프롤릴-4-하이드록실라제 L593을 함께 도입해야 천연 수준 하이드록실화를 얻음. PMC13408534: 하이드록시프롤린·프롤린 함량이 높을수록 변성온도가 높음","가수분해 조건 6 M HCl, 110 °C, 16시간(기상); Hyp 함량은 Td와 양의 상관",Merck/Sigma-Aldrich,MAK008 (hydroxyproline assay kit). 확보 실패: 제조사 페이지 원문 미확인,분석 키트,시험 시약,아미노산 분석(HPLC),가수분해 조건이 불충분하면 과소평가,중,"방법·해석은 전문 3편에서 확인, 키트 품번은 미검증"
CL-L9-012,L9,잔류 가교제 시험,Residual crosslinker assay,EDC/NHS·글루타르알데하이드·개시제의 잔류량을 확인해 세포 독성을 차단,조건부,가교 공정을 도입한 경우에만. 무가교 열겔화 경로에서는 불필요,DOSE;REVIEW,PMC5904049[전문 확인]; PMC5123637[전문 확인]; PMC13492384[전문 확인],"PMC5904049: EDC/NHS 가교 후 잔류 EDC/NHS를 제거하고, 75% 에탄올 5분 멸균 후 PBS로 5분씩 3회 세척해 4 °C 보관. PMC5123637: 글루타르알데하이드는 분해 중 사슬이 서서히 빠져나와 세포독성이 지속됨. PMC13492384: 글루타르알데하이드·mTG 처리 후 PBS로 과량 3회 세척해 잔류 효소·시약 제거",세척 규격 예: PBS 과량 3회 이상; 에탄올 75% 5분 + PBS 5분 3회; 잔류 알데하이드는 정량 시험 권장,사내 시험,해당 없음,QC 항목,시험 절차,글리신 등 아민 스캐빈저로 미반응기 차단,세척이 불충분하면 겔 자체는 정상으로 보여도 오가노이드 형성 효율이 조용히 떨어짐,상,세척 절차와 독성 기전이 전문 3편에서 확인됨
CL-L9-013,L9,섬유 면적분율·미세구조 규격,Fibril area fraction and microstructure specification,겔 내부 섬유가 차지하는 면적 비율로 미세구조를 규격화,조건부,특허 청구항 수준의 규격이 존재하므로 I/III 매트릭스를 설계·주장할 때 확인이 필요,CLAIM;DOSE,특허 US20160186131A1 / US20090175922A1(Purdue Research Foundation) 독립항 1; PMC4589685[전문 확인],"특허 독립항 1: 3차원 정제 콜라겐 매트릭스의 섬유 면적분율이 약 7.7%~25%. PMC4589685: 콜라겐 밀도를 1→6 mg/mL로 올리면 공극 크기와 섬유 정렬이 감소 후 증가하는 이상성(biphasic)을 보이고, 세포 이동은 벌크 강성이 아니라 섬유 정렬로 가장 잘 예측됨. 공극 크기는 1→1.5 mg/mL에서 유의하게 변하지 않았음",섬유 면적분율 7.7~25%(특허 범위); 콜라겐 밀도 1~6 mg/mL 구간에서 정렬·공극이 이상성 변화,사내 측정(공초점 반사현미경/SEM),해당 없음,측정 항목,분석 절차,"공초점 반사 이미징(PMC5123637 기재), AFM",벌크 강성만 규격화하면 세포 거동을 예측하지 못함 — 미세구조 규격 병행 필요,상,특허 수치와 실험적 이상성 관계가 모두 원문에서 확인됨
CL-L9-014,L9,로트별 성적서(CoA)·유효기간 관리,Certificate of analysis and expiry management,로트별 실측 농도·겔화시간·엔도톡신을 확보해 실험 간 비교 가능성을 유지,필수,모든 제조사가 '실제 농도는 로트별 라벨·CoA에 기재'로 규정 — 표시 농도를 그대로 쓰면 최종 농도가 틀어짐,DOSE;VENDOR,PMC11120981[전문 확인]; Advanced BioMatrix DFU 5005/5153/5201; Corning 354249 사양,"ABM DFU: 실제 콜라겐 농도는 제품 라벨과 로트별 CoA에 기재되며, 유효기간은 규정된 취급·보관 조건에서만 유효. 2~10 °C 보관, 동결 금지, 냉동 젤팩 배송. Corning 354249는 최소 3개월 유효. PMC11120981: 로트마다 달라 적정을 다시 해야 함","보관 2~10 °C, 동결 금지; Corning 354249 유효기간 출하 후 최소 3개월; 입고 시 CoA의 실측 농도로 계산식 갱신",제조사,해당 없음,QC 문서,공급 관리,사내 Biuret/Sircol 농도 재측정,표시 농도와 실측 농도의 괴리(예: 8~11 mg/mL 범위)를 무시하면 최종 겔 농도가 최대 37% 어긋남,상,복수 제조사 DFU와 전문에서 일관되게 확인됨
